RegionID,RegionName,StateName,SizeRank,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05
6752,Richmond,Virginia,105,197200,1.92E+05,188700,1.78E+05,172100,1.71E+05,169600,175300,156600,156100,153500,162400,164700,159700,161700,160500,157300,157600,155400,166100,160400,155900,150600,159700,156300,158400,1.54E+05,157400,149600,147400,141300,132200,1.19E+05,126300,127400,129300,127200,1.37E+05,147100,151500,150500,154800,146100,139200,128300,1.32E+05,134200,133400,132300,139600,144400,157500,154300,162800,158100,166800,163800,159900,163200,1.72E+05,1.81E+05,175800,176300,178700,1.78E+05,1.79E+05,180100,186400,1.75E+05,160800,1.63E+05,159800,170600,171300,183300,188500,1.85E+05,183700,182200,181500,188600,191900,190400,189200,188200,185100,186300,177200,185800,180300,176700,171800,174300,1.77E+05,204600,200800,207300,186300,1.95E+05,199600,202600,204300,203600,2.09E+05,2.05E+05,200800,193100,198400,201600,200900,197200,196700,195200,199200,201300,203100,201200,208400,2.14E+05,203900,200100,200700,214100,217700,2.20E+05,2.17E+05,208900,205300,2.09E+05,2.07E+05,204900,202900,218700,230800,
17759,Des Moines,Iowa,106,109500,111100,107200,1.07E+05,104600,105200,104700,101700,102200,101600,99100,98300,97500,100700,98300,99500,1.00E+05,99500,9.80E+04,1.01E+05,105200,1.01E+05,93800,8.70E+04,88500,93800,97900,100600,91900,87300,84500,90600,95800,98300,95800,85700,78300,77200,7.80E+04,82800,84400,91200,9.10E+04,93600,89700,90200,87500,88500,87400,85100,86800,91200,94800,95800,94500,94700,94600,96500,97200,98500,99200,102300,1.04E+05,103200,102600,103600,103700,101500,100500,98400,99100,98900,100200,102500,103300,106800,106100,107400,1.07E+05,107500,105300,105600,102400,105300,105800,1.13E+05,114500,114400,114400,113700,113800,114200,115500,119600,120200,125200,120600,1.19E+05,113400,115800,119700,119700,120900,121400,123600,126300,128500,130500,129800,127400,125200,124600,123600,124500,124900,127600,128900,126200,125500,131700,134500,131200,125700,124500,129500,129100,129400,131100,135100,140500,140900,146100,1.46E+05,143100,135300
53673,Ocala,Florida,107,139500,139300,137800,135200,131400,124400,123800,120800,1.21E+05,119600,1.13E+05,109400,1.02E+05,103400,103300,101900,100300,96500,96400,93100,90100,90600,89800,91300,8.90E+04,88800,85900,83300,80200,76800,76100,76200,78600,79100,78800,77900,75700,73800,73100,74600,73300,7.40E+04,72400,72600,74200,76100,75400,75200,7.50E+04,82600,83200,83600,79400,79800,80600,82900,82900,83200,8.20E+04,81200,82900,83100,80900,7.80E+04,78600,81300,84700,88100,87700,85400,81700,81900,82300,81400,80700,82800,84100,85500,84100,83700,81900,83700,85400,87400,88300,91500,9.20E+04,90900,88700,89300,93300,93400,94600,95200,97700,97100,98900,1.01E+05,106100,106800,108100,107400,106700,108400,110100,112200,112200,112100,112500,113900,116800,118800,119200,118800,119500,122700,126700,127900,1.28E+05,128400,128900,129600,130800,1.31E+05,130800,131400,133500,135400,138400,140800,145300,144400,143500,141400,1.43E+05
10477,Boca Raton,Florida,108,288300,278700,265200,271600,269900,277200,260100,253800,238700,237100,222400,215200,2.10E+05,203400,197600,193300,205200,217300,213600,2.22E+05,207300,216200,210100,213200,207900,203700,210500,207700,207700,198700,205900,2.01E+05,196200,174300,167600,164900,165700,165300,1.65E+05,168300,168100,168800,159600,162600,160700,170600,166100,170300,170200,172600,169300,183100,183800,191300,178800,186600,183400,187200,187300,197100,205500,210700,210900,213200,218900,224300,230700,229700,2.35E+05,237100,239200,235400,245600,256400,261500,250700,2.44E+05,243100,2.42E+05,245400,2.50E+05,255600,252900,2.53E+05,255200,262900,2.70E+05,275900,274900,269200,266400,266600,265100,266600,269500,275900,272900,273700,276200,282100,281100,283800,285800,291400,287800,284500,284200,291900,296800,294500,285200,284700,284800,293500,285400,286100,288200,312300,321800,322700,317800,312100,316400,310100,305200,295400,289600,3.03E+05,318200,318300,309300,295200,308400,313400,
14701,Woodbridge,Virginia,109,,,,,,,,,,,,,,,,,,,180800,191500,194700,196700,1.95E+05,195300,194500,203200,210400,216100,211300,207800,207600,210100,212800,213300,212500,209500,203900,202900,2.06E+05,210300,213200,215100,216200,218200,218100,218200,220800,221400,223200,223900,228600,2.32E+05,229500,229300,233200,237600,238900,239800,2.43E+05,2.49E+05,252100,256200,257200,258700,261300,263300,263400,262400,261500,2.61E+05,262400,263300,269100,267300,270100,266800,268300,263800,2.66E+05,267200,2.70E+05,270500,271400,274100,2.74E+05,274900,275300,274200,271200,265400,267900,274500,277100,278700,277500,280800,281100,2.82E+05,281600,2.82E+05,282100,285900,287600,287800,2.89E+05,293900,296200,295100,292200,296300,297900,3.02E+05,303300,306700,303800,304400,307800,309600,313900,314500,316700,315300,314500,314600,310600,3.11E+05,3.14E+05,3.15E+05,318400,318300,327900,334200,336300,333100,
13550,Rochester,New York,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.10E+04,80400,80200,82100,84200,85900,87900,90400,93800,93900,90100,83600,76700,69900,69700,68800,68800,69800,70800,69600,65100,60800,59500,62900,68600,70400,6.80E+04,66200,66100,70100,73700,73300,74600,71100,
32931,Montgomery,Alabama,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80700,83200,87400,91600,95300,95700,85200,81200,73500,77700,7.80E+04,8.40E+04,81100,7.90E+04,75800,77900,78500,81400,80400,7.90E+04,80100,77100,78600,84600,90600,9.10E+04,83700,80300,75100,77400,79500,85500,82700,83100,79800,79300,77700,75400,79600,81200,86400,81900,84900,87700,93400,91800,88700,88100,8.70E+04,88200,86700,86300,9.60E+04,96300,95900,83100,81300,83400,87500,88900,93300,92500,93400,90700,1.04E+05,105900,104100,90500,85200,82700,83400,86600,110600,111700,1.12E+05,92300,100200,110800,114100,110500,
44282,Bradenton,Florida,112,187400,183700,179400,177500,170900,167800,159600,161600,156800,149700,1.40E+05,135400,132200,126100,120400,117800,119600,130400,135900,136400,135400,137400,140700,142800,136800,137100,128400,129100,120200,118400,113500,115300,110100,107600,107500,101700,103200,99900,101500,102700,105600,108800,110600,104700,102100,100900,102200,110200,109900,115200,111200,113800,114100,1.21E+05,122200,120300,117900,114600,1.12E+05,1.08E+05,115100,125400,129400,131900,131100,133500,132200,132300,135100,135400,135500,136600,140100,141400,141800,140400,142600,142100,145100,146300,148200,150100,152700,156500,158200,1.62E+05,163200,162500,158800,1.62E+05,166400,174800,178400,180300,179100,175400,174600,176200,181100,1.88E+05,193500,195300,189900,196200,195600,197300,189400,189700,192300,192600,196600,1.97E+05,2.01E+05,202600,196800,198300,197700,210700,2.17E+05,223700,224600,223600,217200,212100,205200,206500,202100,2.02E+05,200900,217100,229900,237500,235700,2.35E+05,
24225,Corona,California,113,,,,,,,,,,,,,,,,,255100,255800,266100,273600,277300,278500,2.80E+05,285200,280300,279600,280500,279400,277800,279100,282200,285500,282400,282400,281500,279600,2.76E+05,270200,271500,266500,261800,262100,268600,280200,2.77E+05,279200,269300,269600,267600,270100,2.71E+05,274500,276700,282100,2.89E+05,298100,301900,298600,303400,309700,319600,326400,331500,3.38E+05,343200,356200,361500,368100,366700,367700,371600,374100,374300,378500,3.77E+05,386100,380100,381700,378100,378200,3.81E+05,382700,384100,383900,384700,386600,390600,390100,394200,396300,399400,399500,3.98E+05,401400,400400,404600,408500,413700,412200,410100,410900,414600,416100,413800,409200,412600,407500,411600,409400,421200,427800,429900,428400,425600,429100,439100,448600,450600,457100,461200,471900,468600,4.76E+05,473600,474300,470100,472300,475300,472900,468300,476400,479800,479500,471800,468500
6285,Oceanside,California,114,3.56E+05,352500,348600,324700,306700,292400,290600,282400,274700,271400,263600,254100,245600,247900,250100,249800,258900,270800,275600,275200,2.85E+05,289900,295800,295500,304900,328700,329500,316200,2.93E+05,285700,288300,281800,281800,291700,288400,279700,274700,275700,286600,282400,296300,289400,289600,278100,283500,282300,278900,277700,286700,297700,301100,289900,295900,302100,317500,315600,321700,332600,336300,342600,334900,342500,344300,351700,359300,364400,374400,376400,384300,386700,386900,376500,376800,384700,395800,402500,402400,405700,409400,4.14E+05,408500,397400,403500,412500,418100,417800,414300,422200,4.15E+05,416300,412200,410300,415300,419900,432700,436400,4.40E+05,438300,434600,4.34E+05,444400,449500,4.54E+05,449200,456300,459600,4.67E+05,462400,472800,471500,482100,4.77E+05,477400,477100,476100,489800,4.90E+05,502700,494800,501400,505600,508100,5.13E+05,510800,517800,506100,506300,503700,504800,498700,496500,506500,515500,521500,526300
27362,Tacoma,Washington,115,2.27E+05,229300,219200,216400,209600,207600,200500,201100,190700,192100,1.90E+05,192800,188100,184800,179200,184700,177900,183900,174200,186500,184200,186600,176300,174800,1.77E+05,177100,178500,177300,171900,164900,162300,1.71E+05,177900,180400,176800,169900,161700,153700,147400,147700,145600,1.42E+05,138800,136900,139800,138800,139200,137800,133900,1.31E+05,135100,143700,149800,147900,147300,149300,155600,156300,155400,1.55E+05,155900,166700,167200,168600,159200,163800,164400,165800,160400,161600,162500,163300,163500,163200,164800,167700,171100,175600,177500,178400,180100,177800,1.78E+05,1.79E+05,185300,191200,194100,196600,196100,1.98E+05,193700,1.97E+05,198600,205200,202500,206800,210400,218400,220600,221600,223800,223400,223700,224700,232300,239400,242700,238500,239400,240200,241700,242800,244800,244300,248400,251400,259800,260600,264100,271500,275800,276700,2.72E+05,278200,283600,285800,281300,283500,289200,291900,293900,297200,301900,300700,299300
11671,Grand Rapids,Michigan,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.50E+04,77300,79300,76400,80600,84700,87100,82900,81200,83800,84500,87100,89800,93900,97900,103500,104600,101600,97600,94300,9.60E+04,98200,102600,104700,105200,107700,108900,109700,109700,109500,112100,106400,106300,106100,117300,115200,113200,107900,111700,116500,120600,123600,125700,128400,129400,128500,131600,132100,1.33E+05,128800,128300,1.29E+05,131300,132600,133900,135600,137200,138900,148300,149100,150800,145200,148900,149200,1.48E+05,148100,150700,153600,155600,154100,160900,159700,161300,
24821,Gainesville,Florida,117,173200,177300,169900,168200,160100,157700,163900,172400,176300,1.77E+05,173700,169400,163700,161100,161500,157200,149800,149800,1.55E+05,161300,163400,1.61E+05,165100,166400,166600,1.58E+05,148400,142200,1.41E+05,143200,142800,141300,138300,140500,135900,133300,132300,129100,128600,121300,123300,120900,126500,126900,128700,122100,127600,124400,126300,116100,112600,108500,114100,120500,119800,116900,122100,127900,131100,130300,130600,131200,125700,129700,129100,129400,124400,124100,120900,123200,121100,117900,117600,118400,122400,122700,129400,131800,132100,127700,134400,134100,134900,132600,138500,138100,138900,137900,140200,140100,1.41E+05,138600,135700,135100,143500,147400,148400,147800,155100,154300,151400,147800,149400,153500,156600,154500,173700,169100,1.72E+05,155400,158900,159400,156600,158400,162800,165400,165800,170300,173700,1.76E+05,1.72E+05,167300,167100,163700,167500,166300,174900,170300,175100,171300,180500,190900,193800,185900,
34937,Yonkers,New York,118,464600,463100,483800,4.91E+05,4.84E+05,462400,480900,479900,472600,441800,455500,464500,470400,450600,459500,478300,467500,435900,410400,417300,4.56E+05,455900,443700,430300,428500,456200,428600,412900,416300,428300,447800,413800,408400,430500,438700,455300,414100,417100,404200,412200,407700,418900,417400,405900,436200,428300,441900,391600,408800,415800,4.18E+05,416300,407200,439500,424400,4.13E+05,368400,381700,387700,408500,4.10E+05,414300,417800,420100,435800,429600,420900,399600,392300,407700,4.21E+05,432300,423700,432200,423800,427500,418900,426200,416300,421900,428500,435200,425500,414800,398700,408500,412200,412200,411400,415800,437600,444200,445800,434300,438300,4.41E+05,446700,430900,430600,430400,4.38E+05,434300,450500,445300,444400,424800,443900,455700,470500,476500,476700,476400,4.64E+05,469100,469400,477500,480200,487300,4.85E+05,4.72E+05,469300,466100,494400,497600,512800,502600,5.05E+05,482500,480400,490800,533800,540200,,,
45457,Glendale,California,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,707200,712900,707400,663900,668800,679300,707900,717600,736200,717500,745500,735800,770200,779700,795800,793600,812700,809900,796400,783900,7.85E+05,794500,790300,800300,802900,809200,837200
25981,Moreno Valley,California,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,158700,156300,154700,153800,1.56E+05,153200,154800,154100,1.55E+05,151600,149200,147500,1.48E+05,151400,154700,153800,152100,149100,151200,150600,149300,149700,149700,152900,152200,156800,159800,162200,161800,164100,167200,171800,1.77E+05,1.79E+05,1.81E+05,178800,184900,191800,202400,207400,211400,216200,221200,227800,2.28E+05,230800,228900,231500,232800,235600,236400,2.37E+05,237100,238600,240600,242100,243700,245100,248200,249500,251900,252100,253600,254200,259400,2.60E+05,260900,264800,270100,2.73E+05,272100,274500,276700,278500,2.81E+05,283200,281400,281200,280500,282500,282400,285800,290500,292600,289400,286100,287700,288400,295700,300500,314900,317600,319600,317700,320200,322600,324100,3.23E+05,327300,326900,329700,327100,3.28E+05,329400,328700,3.30E+05,330800,334400
30141,Akron,Ohio,121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47600,45900,45600,4.20E+04,42800,40900,41200,44700,44100,44300,42100,42100,4.40E+04,45400,46700,45900,49400,50200,53600,53900,55400,54300,51200,51500,50100,49800,44700,41400,36100,39100,43900,48700,48600,46800,46700,44400,45300,42900,39700,40500,43200,5.00E+04,49700,50400,50200,51800,52100,53100,53300,54400,55900,55700,56700,57300,57800,56600,57800,59300,59300,61100,61500,64700,62700,64300,61800,61300,59500,64600,67500,72200,67700,7.40E+04,71100,74700,68900,69700,71600,7.00E+04
10215,Aurora,Illinois,122,206200,209800,196900,179500,163400,168900,180200,184100,1.86E+05,179100,174500,1.76E+05,175500,176900,161300,148900,140600,142700,1.57E+05,165800,168500,159600,151600,136900,132700,129900,134400,132100,128600,126400,122300,126300,122100,116200,116400,116800,120400,105200,103600,98600,1.04E+05,109600,113200,113100,107500,103200,103600,97400,1.03E+05,102400,103600,102200,100900,108800,108900,114600,1.10E+05,101300,102300,9.90E+04,108600,108600,114300,114100,115300,120700,133700,139700,139700,137700,131100,141400,137200,1.40E+05,130600,134200,139400,1.45E+05,142700,142300,142400,144100,1.50E+05,151200,152700,146100,146800,147200,148800,147300,145700,144800,142900,145700,147900,148500,148700,151200,154100,154500,153600,1.53E+05,154200,155500,159300,158800,160600,162500,174600,177200,181700,175400,168200,161700,164200,171700,175300,173300,171400,173300,184700,186600,187700,176600,175900,175800,179600,186300,185300,184900,184300,191700,199700,205400,202100
25218,Huntington Beach,California,123,563900,560400,582400,592800,599300,603900,604300,581100,567400,559800,577400,574400,573800,552500,537200,530600,552100,562500,558300,550200,549500,572900,594100,585400,575600,551600,560400,549300,549500,546800,5.45E+05,543600,550700,5.57E+05,549100,524400,523900,524600,5.25E+05,501600,494800,495500,505400,4.99E+05,517300,515400,522300,499400,5.11E+05,508600,528600,531700,543800,528400,5.29E+05,532700,553300,559300,577200,5.85E+05,596500,581300,583900,588500,6.11E+05,611500,613900,619400,619900,629400,630300,634700,635600,642200,648300,643700,635500,632600,635300,6.70E+05,675100,673200,641700,6.47E+05,6.50E+05,638200,640900,648500,665500,676700,664500,652600,652500,6.71E+05,7.04E+05,699500,700500,6.92E+05,695400,703700,7.06E+05,707600,692200,686500,676400,687200,684400,691400,692500,700500,702300,697800,718100,724400,743100,734700,750800,7.39E+05,745400,7.47E+05,763700,766300,770700,768500,771300,773200,774200,772300,779600,787100,804300,779300,7.83E+05,766600,7.96E+05
12014,Huntsville,Alabama,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133500,138300,136900,137600,136400,139800,1.40E+05,139600,138700,139500,139500,1.40E+05,139500,137800,131800,131100,1.31E+05,135200,1.43E+05,153500,165600,168300,174300,181300,190500,178900,160200,146400,144700,147800,1.53E+05,152600,154100,148800,160600,166100,169600,164100
38438,Eugene,Oregon,125,245300,246100,245800,241400,240500,242700,237600,229800,225700,234500,233500,236500,232900,230800,223700,217200,224900,223200,224200,217900,222400,229400,2.30E+05,230700,220500,219800,215800,216400,2.18E+05,214500,216200,215500,214400,214200,208200,201100,191300,191800,193400,196200,195900,199800,199400,1.88E+05,188500,193300,206600,202900,193900,1.94E+05,197100,205600,205200,204400,204600,201900,203400,204900,213700,213700,206100,210700,214300,229800,228800,234700,233900,2.29E+05,227900,217100,221900,218900,224200,223300,227600,229200,227800,224900,227300,2.29E+05,230600,235600,236400,228600,229600,226600,232600,2.27E+05,231200,233900,2.33E+05,233100,232600,237300,239100,243500,243600,244300,249700,251100,2.52E+05,249600,251800,256500,258900,259500,258400,259200,2.65E+05,262200,264200,264900,270800,275100,276500,2.80E+05,2.83E+05,281300,283400,287100,291700,2.97E+05,294400,300900,298400,305500,304600,3.06E+05,297700,3.03E+05,307700,321200,3.11E+05,310800,301100
6909,Salt Lake City,Utah,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255600,249900,255100,258100,256100,2.54E+05,253700,258900,257500,251900,259900,269500,273300,268100,268700,267300,280700,273200,278300,272100,283600,282300,281200,268800,273200,276300,278100,282500,285300,290400,289500,292100,291800,287100,280200,283200,289900,299400,299300,296500,292800,302100,313400,320500,321500,334800,334500,3.34E+05,319700,318300,317700,314100,3.23E+05,331900,3.43E+05,340600,344400,345700,351700,356900,
33501,Port Saint Lucie,Florida,127,170800,161700,150500,146800,1.42E+05,138200,132400,128300,126200,122700,1.21E+05,117400,116100,109700,107500,102800,102900,101100,101500,101800,102800,102800,102600,99100,98200,99700,102400,101600,100600,97300,96200,94500,98600,100400,102900,99300,99400,97100,98300,97600,96800,97500,98300,97200,99100,98800,1.01E+05,96900,96600,97300,100600,102900,103100,103500,104800,107400,107700,107800,109900,111800,1.13E+05,114100,116300,118900,121400,122900,122800,122100,123600,123200,123900,124300,126200,125300,1.25E+05,126200,127600,127700,130100,133500,136700,138200,139500,141200,142100,143800,1.44E+05,145200,147700,150700,155400,157500,158200,158500,159900,160900,1.63E+05,164100,168400,169600,171100,174800,173500,1.74E+05,170900,174900,176400,182700,185900,189600,188700,187600,187100,187800,189400,191600,194800,196800,199600,200200,201500,202700,203600,204700,203300,203500,205400,210300,215700,215600,213600,208600,209700,211400,
54288,Salinas,California,128,,,,,,,,,,,,,,,,,,,195200,198800,2.03E+05,220700,226700,246800,233500,2.27E+05,211800,217700,226100,221900,231800,225900,228600,212500,213600,211600,213500,207900,204800,211500,2.15E+05,211700,219200,219800,230900,228400,2.30E+05,226400,227500,232500,226200,2.19E+05,214900,223500,232100,238900,2.51E+05,264100,2.85E+05,281900,271900,2.61E+05,269600,285600,293700,3.08E+05,313200,3.30E+05,343700,354100,342800,341400,340200,361200,360700,3.65E+05,358200,363100,362300,363400,357400,358900,359200,366100,382500,391100,391900,382300,382200,387500,3.91E+05,393600,401900,403500,416700,418600,425600,412100,417900,415300,4.28E+05,420900,435200,436100,438900,434800,438500,449300,452200,446600,469300,479300,482500,457300,454700,453200,457700,467300,480600,477100,476600,478100,485200,476200,465600,461600,468700,484400,492300,508800,513500,510400,486600,487300,4.87E+05
52998,Little Rock,Arkansas,129,,,,,,,,,,,,,,,,,147600,148200,146600,142200,143600,144900,1.60E+05,161100,168100,154200,155200,145400,147400,148400,152700,152200,1.55E+05,156900,168600,1.65E+05,166200,157800,156200,153400,1.54E+05,1.53E+05,152200,145900,154200,157600,161400,166400,171100,171700,160400,153700,156300,158300,165500,166100,1.64E+05,157700,166400,169200,175500,169300,169200,168800,1.68E+05,1.68E+05,165300,156200,149400,1.48E+05,151400,153500,1.51E+05,154200,149300,1.52E+05,149200,1.55E+05,151900,153800,151500,151800,152200,157100,161200,158600,157100,156500,161300,159700,163100,162500,161900,159500,160400,161800,165100,165100,168300,159600,157300,150700,150500,153500,163400,171200,172400,178100,174400,173200,155600,157700,159500,157500,157200,153700,164700,160600,160100,167800,167800,167300,1.58E+05,158300,157400,153700,147200,141500,141500,145700,157900,165300,177300,176900,175100
4764,Fort Collins,Colorado,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209900,206700,208600,213700,216700,217500,219900,216500,218400,215400,216700,212500,217100,221600,223100,222600,220100,226500,229400,235600,237500,238100,236700,232300,232700,232500,230900,230900,233500,240500,246800,249900,248200,243600,248700,248900,248400,242500,2.46E+05,248900,250600,251900,2.56E+05,258600,268900,272400,278500,273100,281500,286300,292700,294500,294300,296100,295100,297800,302500,306500,310900,313300,314800,316500,315800,319200,321800,327200,330500,333800,336600,337200,339200,344400,346800,350100,3.50E+05,351800,356100,356700,356900,357500,359700,363800,362500,368400,377200,381900,380600,372300,375400,376500,382800,379600,382500,379800,381600,384700,3.87E+05,391800,391500
18518,Hayward,California,131,394400,383200,362500,342900,321600,306900,303200,293100,283800,270100,263400,259200,250700,242500,236500,231400,234300,2.34E+05,245300,2.45E+05,254100,254600,260800,2.64E+05,275500,280600,279200,269200,268500,265400,263400,265100,263900,267700,258100,258600,251100,247200,237800,233500,236200,236900,241700,2.36E+05,239200,240400,240500,239100,233600,240600,2.39E+05,241800,246300,264200,270900,284100,2.91E+05,303800,309400,311200,316900,327100,341300,358500,370300,383700,384300,383400,385900,395100,402600,397400,398500,401600,411500,409600,408100,410800,417400,419900,421400,422300,423800,427900,437200,457300,462900,468100,4.62E+05,464300,469500,465700,470500,480800,501800,5.14E+05,513800,506400,502400,503500,5.10E+05,514800,516300,526600,533600,540600,536300,544800,552800,564900,562900,567300,575500,584200,5.98E+05,608500,613900,610900,618900,6.32E+05,642600,636600,632500,622900,631900,6.41E+05,653400,642800,630400,636500,639200,648400,652900,662900,663800
47426,Rockford,Illinois,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77900,7.70E+04,78100,7.70E+04,78500,80300,79800,77400,77800,81200,85900,87900,83800,83600,81200,83100,80100,80200,84900,88900,94300,90900,92400,90800,89400,88800,91100,91900,91500,8.70E+04,86500,85400,84700,88700,89700,95300,
31471,Evansville,Indiana,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124100,122200,125900,124400,126200,124900,124100,125700,123600,127100,126900,127900,127400,127600,128400,130200,130600,131300,131500,129900,127600,126400,122800,121500,123600,127300,127100,125600,125600,125300,124500,122900,1.23E+05,121500,127500,132600,134200,128900,131200,138400,145300,138300,134600,132300,137200
14724,Worcester,Massachusetts,134,186500,180300,187800,191200,182100,174900,162200,164800,161300,164800,160400,154700,149300,1.49E+05,156700,1.58E+05,162100,160300,166300,170400,176900,178900,174500,173600,172600,169800,167600,1.66E+05,164900,1.60E+05,153600,159100,153600,153900,149700,149300,145900,145700,152300,154300,144700,142100,137500,143800,144500,151200,147900,139600,134700,138700,149100,158300,156200,153600,141200,144300,142900,152100,139100,132600,126400,132800,132600,141900,143700,155100,156600,157900,146600,140800,134700,144600,150500,162600,1.72E+05,172900,175600,169700,170400,170100,171800,171600,175300,183100,184400,183900,178600,178800,178100,178200,181900,185800,187900,1.89E+05,1.90E+05,192800,191700,190800,190800,194600,200700,200500,197800,195500,195100,199900,198600,195400,1.95E+05,1.99E+05,206900,207700,2.02E+05,204100,206800,219300,220700,2.21E+05,219600,218200,219600,223200,227100,222200,217300,216300,226900,226900,231800,229400,235800,227900,2.35E+05,236900,
40202,Overland Park,Kansas,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280500,275400,278300,265700,2.73E+05,273600,273300,270800,274700,274800,279500,279600,288700,289300,288500,274600,277800,286600,310300,315600,315800,314700,306900,299400,296200,302300,300500,297500,299100,316300,320600,313200,307100,305700,
5534,Lancaster,California,136,,,,,,,,,,,,,,,,,,,1.14E+05,120200,125400,124500,125800,128600,129800,128900,124900,123800,122100,119500,120400,121600,123400,127900,125900,129600,1.29E+05,131600,127400,120100,116100,114600,118100,121600,124400,124900,121200,120300,118100,122400,120100,117200,114800,118300,1.23E+05,124400,123200,126100,129700,137700,137900,139300,1.44E+05,149300,155100,153300,154100,158700,160100,163400,162900,163700,163200,165700,166300,169200,168500,168900,172200,172500,173100,174200,176100,182800,186700,188800,1.88E+05,183600,185700,185500,1.88E+05,188400,191100,198900,202100,200500,2.04E+05,205500,213600,213500,216600,222200,2.26E+05,231300,230900,2.29E+05,228500,230600,231800,239900,241500,249200,246100,248100,248900,2.51E+05,258600,259200,268800,265700,2.74E+05,272100,277900,274800,276500,280200,287100,284400,2.78E+05,272500,273800,281200,281100,285500,281700
20317,Salem,Oregon,137,194200,191400,191500,195600,194400,195300,186400,186700,188400,1.94E+05,198600,194200,188900,186300,190100,185200,181900,175900,178300,175500,1.78E+05,175500,168700,163400,164700,171200,168100,164800,162800,1.65E+05,164900,158800,159700,156300,1.59E+05,153500,153300,1.51E+05,151200,150900,150600,151700,147900,147500,148800,153400,154600,147400,147600,145200,145600,143300,146900,1.48E+05,150400,148600,149800,148200,149400,146700,147400,148300,155300,156800,161900,1.63E+05,168200,166800,167600,165400,162200,168500,170900,174700,171800,171600,174600,179900,182400,1.84E+05,1.79E+05,179100,174500,179600,184700,190100,1.90E+05,189800,191300,189500,188700,1.87E+05,190700,195100,2.01E+05,2.00E+05,197600,199800,206700,213900,2.13E+05,213500,209700,215200,2.20E+05,224100,226400,225300,229900,229200,229600,229500,230600,236200,240700,243600,248100,252600,2.59E+05,259100,260100,263300,264800,263100,265200,270500,275100,272500,272400,2.72E+05,275100,275600,280200,278600,275600
