RegionID,RegionName,StateName,SizeRank,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05
12447,Los Angeles,California,1,501800,486800,4.64E+05,454700,435700,421700,406300,397100,385700,371700,356700,3.44E+05,338200,328500,324600,327500,331800,337200,340100,345400,346600,351400,358600,362800,360400,353300,353600,351500,353200,348900,353600,351800,358300,358300,356300,353800,346200,348300,347600,347200,344100,339700,339300,3.33E+05,331400,329700,3.32E+05,331500,332300,337500,340300,345900,352700,361500,373300,374900,383300,396800,406200,414200,413700,4.31E+05,445300,459600,4.67E+05,4.69E+05,473100,474200,469700,460200,448500,449300,449800,458100,462800,463800,464600,464200,466500,470500,470700,475300,476400,4.84E+05,489500,495100,4.94E+05,495200,496100,503500,502800,501800,501900,513700,522300,5.26E+05,522900,527200,531800,534800,532400,533800,538800,538300,543200,540800,5.54E+05,550500,557500,552600,560200,563900,568700,569600,574600,584700,602100,611600,6.15E+05,622200,626700,6.35E+05,635500,645800,640500,645600,649500,669700,679900,682300,6.90E+05,685400,696400,698600,705200
17426,Chicago,Illinois,2,324900,3.16E+05,2.94E+05,2.78E+05,2.74E+05,270600,271400,2.69E+05,261700,258300,249900,249100,249500,246900,239800,227800,226300,228900,230200,229800,235100,234600,238700,227800,225700,222200,227300,228100,219800,2.11E+05,198700,199900,202200,204500,2.03E+05,200300,197200,1.89E+05,183600,188700,199300,206100,2.05E+05,201900,192300,192100,1.86E+05,184700,180500,183200,187900,194600,201100,208300,214100,208400,207900,199600,205600,199700,202900,204700,218600,231400,242100,247800,249900,253500,251700,248400,245600,255500,259200,258400,254600,257100,257300,259100,262700,265400,266600,263800,267300,266100,268600,268600,267400,262200,2.55E+05,2.44E+05,237900,230200,222300,219600,219200,220800,217600,218200,221300,222900,226400,229600,230700,231600,2.38E+05,249700,261100,2.57E+05,252300,239200,233700,225200,222300,225500,225700,228800,229700,235600,241800,244900,259300,2.59E+05,259300,249700,257600,263600,266200,262300,267200,250900,260700,269200,3.00E+05,299400,289800
6915,San Antonio,Texas,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164300,163900,165900,166100,167100,166900,169900,172100,173400,171900,171500,172400,173700,1.75E+05,174700,178400,176900,178300,175700,176600,178100,178700,179500,177600,178300,178700,179900,180100,180800,180800,180100,181200,180200,179600,1.79E+05,181500,182400,182900,182500,185800,187100,188900,188200,188600,189200,190500,191900,192300,192200,192300,194200,199300,201500,2.01E+05,196700,195300,196300,197100,199300
13271,Philadelphia,Pennsylvania,4,111300,111500,112600,110200,108400,111100,113600,115900,114400,111500,107400,102300,1.03E+05,111200,113400,114100,109100,115700,121100,124400,129200,127500,124100,114500,116200,119100,122100,119700,115300,106300,104600,100800,1.11E+05,106300,108900,104500,108500,112200,112100,111700,105400,106400,105400,106800,103300,104600,103900,101300,100100,103900,109500,107500,106700,108900,109200,106500,106700,112100,115100,112600,108300,108700,110100,112700,114900,115200,115300,115400,116200,118600,1.19E+05,120300,125700,124700,1.24E+05,118500,117900,119700,118300,120200,117700,1.19E+05,117700,112900,115500,116900,120900,121200,121400,121600,122400,126100,126900,123400,1.27E+05,128300,129600,122400,123200,122600,125300,125500,129300,127100,129900,130400,133100,134700,137600,1.42E+05,143700,1.45E+05,144500,145900,144800,144400,147100,147300,150800,143300,142600,139500,145800,144500,143700,1.42E+05,144900,147700,152600,157700,159800,161300,159600,160900,162800
40326,Phoenix,Arizona,5,2.22E+05,212700,203900,194800,185600,175900,167200,154400,1.40E+05,122800,108100,9.30E+04,81900,74500,73400,8.10E+04,87800,94900,95600,97300,104300,105300,105700,102600,102900,102800,101700,102900,101600,97700,95300,93900,90500,85100,84600,8.40E+04,8.40E+04,80600,79600,81300,83400,86200,88600,90800,94600,9.70E+04,9.20E+04,86100,81400,84700,92900,96700,101300,104100,106500,111600,116100,120300,123200,121600,123600,124100,1.29E+05,133100,136800,137400,137700,137900,136500,137300,137100,138800,138500,139800,138600,138700,139200,140600,142900,1.43E+05,142800,144500,143800,147200,150100,155100,158800,160700,161800,161500,161600,163600,166200,168600,169500,170400,172100,173500,174700,174900,175600,178500,181800,184400,187200,187400,189200,189300,191200,190300,190400,190300,192500,194300,195500,197800,201100,203600,207900,211400,214300,216900,215400,215200,216900,218300,219900,219200,223400,224100,227600,228700,231700,230300,229200
18959,Las Vegas,Nevada,6,244700,239400,2.35E+05,229400,219900,208200,193800,183800,174200,166800,158900,150800,142500,131700,1.24E+05,120500,119900,1.18E+05,1.16E+05,116900,118800,121300,122800,123200,1.23E+05,124200,1.26E+05,128400,125300,124100,119600,118200,116200,115200,1.15E+05,113800,110900,109100,1.08E+05,108800,106700,103500,101600,102500,104300,105600,106300,106300,107600,109800,112900,116900,118800,121500,1.23E+05,126100,130300,132900,136700,139200,1.43E+05,1.45E+05,147800,154700,158900,162300,160500,162500,163300,165100,165800,167600,169200,171100,171100,163900,163100,166800,175500,177900,177100,178500,1.78E+05,1.80E+05,180500,183900,184700,184900,187700,187600,190200,187800,190600,1.91E+05,195900,199600,1.99E+05,196600,194500,197600,197500,197400,196400,199700,202300,203600,206300,207600,213300,214700,217600,222900,225900,227900,227100,229200,232400,235500,240200,244200,246600,2.48E+05,252100,259700,261500,260700,258900,261600,263900,263100,2.66E+05,267200,269700,265100,265200
54296,San Diego,California,7,4.21E+05,4.08E+05,398200,379600,370400,355200,348700,334800,321900,308100,295100,299600,293700,292100,289500,3.07E+05,322600,331200,340200,347600,347200,349100,340100,344900,344800,350700,348400,3.44E+05,347800,347900,3.54E+05,354900,360800,358600,347500,340400,336700,342900,343100,337100,332900,327400,325800,324800,325400,329800,328800,330100,334200,3.42E+05,351300,3.55E+05,364400,366600,371200,373200,382700,390700,397400,401600,406800,414700,425900,430400,432400,428900,435500,4.34E+05,435800,433800,437600,438900,439800,440400,4.44E+05,444900,448500,453200,460300,466800,465600,463100,462900,472300,480600,480400,475800,4.75E+05,4.78E+05,479200,473300,469700,472100,486200,499200,501900,492400,494300,496300,501600,499300,502100,507300,516500,520200,520200,525800,537400,543500,5.36E+05,529800,534900,540100,544300,5.45E+05,549600,561100,569700,573800,572700,576600,582600,589800,592200,590500,590100,594500,591500,585600,5.80E+05,589300,597300,597800,5.98E+05,
33839,San Jose,California,8,616500,582500,564900,544800,533900,522200,501300,476700,445600,427600,422500,416600,3.97E+05,370800,359800,367400,394400,403400,4.19E+05,421400,438600,449400,458900,465400,466500,453400,453800,448400,458600,456600,460700,457500,453600,450100,4.49E+05,438700,429500,417300,414100,423400,426100,432600,431700,426100,425900,420900,432400,431100,432800,436800,4.40E+05,451500,466800,494500,510100,515800,519700,524400,541300,547800,556700,563200,578500,592300,599200,601200,604800,608100,611800,615300,620500,6.25E+05,624400,629500,633400,641200,637900,647400,653100,661100,665300,668200,676600,666300,676800,680400,699100,703800,713700,721500,730400,732900,733700,737800,736300,744300,749300,758400,763800,761700,767600,764100,764800,768600,777100,782300,790700,800300,809400,809100,808100,813700,827500,837700,854900,876600,908700,952300,9.74E+05,1017100,1037600,1061200,1.06E+06,1040500,1018800,1004600,999400,1012500,993600,987600,979400,979200,973300,958200,949600
25290,Jacksonville,Florida,9,173200,166600,151400,146500,1.43E+05,141800,1.36E+05,130600,130300,128700,129400,131500,131100,1.26E+05,112500,1.09E+05,108900,112200,110600,106700,109100,109900,110900,110400,110200,1.09E+05,101700,99100,98300,94200,87300,82200,88600,93300,95400,92900,90100,88900,83600,84900,84500,87300,83300,83200,83500,8.90E+04,84700,83600,78300,81100,78300,77300,75500,76300,77800,75700,77500,8.00E+04,86600,85100,82300,79600,8.00E+04,77100,74500,78900,82800,86900,85600,86500,84900,81100,79200,78600,76100,75400,78400,8.00E+04,81400,82900,85400,86600,81400,78100,74400,76600,83600,90900,96300,9.60E+04,99100,97700,94400,92500,9.40E+04,105300,1.04E+05,109400,107600,114300,112900,112300,110200,1.12E+05,113200,114700,118200,132100,138500,139100,128700,125500,122800,124600,121600,120200,1.21E+05,125600,132900,138500,147200,147700,143500,139600,141200,142600,144900,141400,1.42E+05,139800,1.43E+05,152600,154900,159900,157700
24043,Charlotte,North Carolina,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181300,185500,185200,186800,187300,1.88E+05,187800,186900,189500,194100,196700,202900,2.10E+05,219100,220800,2.23E+05,224200,220600,219100,215400,219800,219200,221200,225300,227500,229800,228100,230800
18172,Fort Worth,Texas,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178900,179800,179700,180300,182300,183600,184400,184700,1.87E+05,187800,189800,189800,191100,190900,1.93E+05,195100,195900,197400,197100,199800,201800,204800,2.05E+05,205500,209400,213300,215600,2.09E+05,210700,210800,214500,212700,214700,214800,213700,211300,
7481,Tucson,Arizona,12,194700,1.93E+05,193200,184700,180200,1.75E+05,174700,171300,168300,166900,162600,161500,154800,153400,150700,149500,149500,148800,152700,150100,151100,147300,150600,147200,147900,146300,145800,140200,137300,135600,137900,133400,130500,1.27E+05,126700,125300,122800,120800,118500,115800,113100,1.12E+05,111900,1.10E+05,111800,113500,119500,118300,119500,121100,124100,126700,125600,131500,134700,135900,134700,143400,149300,149300,141500,1.41E+05,142700,146600,146800,148700,146300,146300,148200,151100,152200,150800,153600,153600,153700,150500,151400,151500,151600,151600,148400,145300,142800,143900,148100,148400,150100,147200,148100,147100,148700,1.51E+05,152500,154800,154800,157800,158800,160200,160800,161900,162400,164100,1.64E+05,163400,1.64E+05,165100,169300,171100,1.72E+05,171600,171700,172400,169200,167200,172300,173600,179700,1.80E+05,187200,189600,190600,1.95E+05,1.95E+05,193800,1.89E+05,187200,188400,189600,192400,191900,195500,1.94E+05,196200,1.95E+05,201100
10920,Columbus,Ohio,13,115500,110800,114300,111100,109700,104400,102500,100600,96700,91300,9.30E+04,91600,91400,88300,91800,97700,103700,108500,113300,116700,118100,111700,100800,99400,101700,104100,102700,1.04E+05,98300,8.80E+04,77100,79100,81300,8.80E+04,86200,81700,75900,7.60E+04,76800,78500,80200,85800,86200,84600,83100,85500,86500,83400,82800,87600,98400,103600,107900,105900,106200,104300,102900,98700,103900,101500,102300,94900,1.00E+05,1.05E+05,110400,114100,112500,108200,107200,106900,110400,110200,112800,116500,117900,121200,120400,1.21E+05,119200,122400,123600,124800,120300,143700,143800,145700,124300,123900,122800,1.21E+05,1.21E+05,120800,120400,118800,120100,124900,1.30E+05,133500,133400,131600,132100,133500,138100,141700,144400,147100,149900,148600,1.47E+05,143200,142800,140900,141300,143500,145700,147200,148200,151200,154400,157400,155600,152200,147100,146200,146400,148900,150500,1.52E+05,154100,156800,159200,161100,163500,161400,159600
12455,Louisville,Kentucky,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157700,156900,159100,1.60E+05,161800,156500,157200,156800,160900,164400,1.67E+05,169700,165300,163800,1.61E+05,160900,160600,156600,157400,158400,163200,168600,171200,1.77E+05,175600,174700,170500
13121,Orlando,Florida,15,217300,212900,203700,197900,192300,192100,187300,182100,177900,170500,163400,153100,138600,123400,108200,102200,98500,1.00E+05,99400,1.04E+05,1.04E+05,108300,99500,94800,89300,89800,91400,88700,88600,85300,84200,84900,84700,82100,78600,7.60E+04,80700,84500,88800,88500,89800,88300,90400,89700,1.04E+05,1.05E+05,106600,98700,99200,97800,96600,101900,107500,111700,1.09E+05,110500,111900,115500,121600,125600,129500,127400,127200,126400,129500,135800,142600,143400,146100,145100,145100,141700,141700,146400,149800,149800,149200,1.48E+05,149700,151800,151200,149300,148500,152700,156300,158600,158400,161400,162700,165700,167400,170800,173500,176200,177500,176500,177200,1.77E+05,179300,182300,184700,185700,186900,187700,192100,192200,195400,192200,192200,192100,195900,199400,2.02E+05,202100,200800,201500,202800,206800,210500,221200,226700,232700,231300,236100,236200,234900,233900,234700,241900,243500,245200,247500,246600,246700,
17933,El Paso,Texas,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122500,1.22E+05,128400,131900,133500,134800,136100,137200,132300,131500,131100,129700,131100,132300,134500,134200,131100,129900,130700,130700,130700,128400,129100,129400,129800,133300,132100,132200,128800,129700,1.29E+05,128400,127700,129500,129300,130300,130600,131200,131500,130500,128800,1.29E+05,128400,129200,1.31E+05,130300,130900,1.30E+05,129200,1.29E+05,128400,130700,1.35E+05,1.36E+05,137900,136200,138100,139200,137900,137100,134500,135700,138700,138800,140300,138900,139800,139900,140100,142500,143900,142500,141300,140300,140600,142200,141300,145200,146800,146800,1.46E+05,146200,149400,149300
11093,Denver,Colorado,17,189700,187500,180200,170700,168400,171600,170700,1.67E+05,1.59E+05,152900,144400,143500,146800,156900,1.64E+05,173900,179300,186500,190500,196500,199800,198500,194400,200300,1.99E+05,1.97E+05,190200,192200,202200,202600,206300,207300,208200,210800,203500,206400,199900,202700,198300,202400,203500,206800,207300,209100,210600,211800,212100,2.08E+05,208400,207500,215900,225700,238100,244400,2.48E+05,247200,2.53E+05,251300,248800,244100,245200,253900,257500,259200,259300,2.61E+05,268200,271800,269900,260100,254900,254600,258900,258900,264200,265700,270100,268600,2.71E+05,272400,276100,2.80E+05,283300,292600,301400,307600,3.07E+05,304100,304100,303800,305700,307600,314600,316900,3.26E+05,326500,3.32E+05,331300,332200,333500,3.39E+05,3.43E+05,345800,345200,349100,356200,3.58E+05,360200,357100,363200,362900,367900,367600,377400,382300,3.92E+05,393400,397800,404300,418900,420900,418100,411100,412900,410600,407900,415400,417600,421500,414700,4.14E+05,4.14E+05,411400,408500,403700
16037,Seattle,Washington,18,411600,412100,414300,408500,399800,395300,395800,398600,395800,399800,399900,394800,379100,363700,359100,357200,359900,363100,367900,376100,3.72E+05,376400,380300,385200,385300,377900,378300,370500,374600,383800,396400,391600,383800,379200,386500,387100,381800,374200,3.65E+05,356300,356400,359400,366900,360900,3.57E+05,3.51E+05,346500,346300,352800,371500,382700,382200,377300,377800,384400,389900,395200,399900,394900,394900,402600,408800,411700,403400,407300,408900,416700,4.20E+05,422100,420800,424100,424200,4.21E+05,4.16E+05,418700,423600,427800,425800,431800,437800,438600,439900,436700,440400,441800,454500,461300,468400,461900,474400,474400,482700,486600,504100,513500,514100,516500,519800,525900,529600,524800,526100,526800,5.44E+05,556300,563100,571700,579300,590200,598700,604200,612700,624700,637100,644600,647500,652700,660400,677300,693600,707900,715700,720300,708700,696700,687100,696900,7.01E+05,7.03E+05,697400,683100,676100,679900,697100,7.09E+05
32811,Memphis,Tennessee,19,72900,72100,67800,65400,62800,61800,61300,60100,56600,52700,52200,55400,55500,53600,47200,48100,48500,55100,59700,6.20E+04,64700,6.40E+04,62900,58600,55100,58400,58600,60300,5.50E+04,53500,51300,50900,55400,59200,62700,63800,61300,56900,50300,48900,49500,50500,55300,57900,57300,57200,56800,59800,56500,56500,54700,53400,53500,55200,58100,61200,61700,6.50E+04,67400,70300,70200,67800,65400,66100,70100,71400,72100,71700,71700,71500,71200,76600,81600,81200,80200,76200,86100,8.50E+04,86700,86200,87800,90600,83700,85400,85500,8.80E+04,85900,85900,84600,88200,85300,85300,82600,83700,83800,83900,8.40E+04,87900,9.10E+04,94600,93300,92700,90900,91100,92800,93100,93400,93300,94800,96800,98900,97900,9.70E+04,97600,101800,102900,106100,105500,108700,106500,103500,101600,102100,105400,104900,102200,99300,97300,96700,95800,92500,97900,100500,107300,1.04E+05
44269,Boston,Massachusetts,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390100,393900,390700,386600,3.93E+05,397300,399200,396700,395900,414500,413800,420600,408100,416500,421200,425800,435500,437500,445200,444300,441200,442800,4.39E+05,445600,446200,447300,4.43E+05,441600,442100,4.51E+05,455100,464200,479700,489200,4.87E+05,484800,481900,491700,4.96E+05,504400,509300,513700,511900,506500,503300,5.04E+05,516700,5.15E+05,537500,542800,553500,545600,534700,530600,527300,549900,555300,563700,563100,566800,567600,5.64E+05,564700,567200,577100,584700,594600,581800,604100,595500,619200,607900,625500,624700,628300,626300,619600,630900,628100,632400,627900,632400,643100,
41568,Washington,District of Columbia,21,394500,393100,387800,388900,395900,390100,392600,376200,379500,367400,370400,366900,368800,3.69E+05,3.64E+05,3.68E+05,363700,360600,358100,351500,355100,348700,362700,355300,346500,338200,346100,3.48E+05,347400,3.63E+05,382200,384600,384400,388700,406500,391800,378800,360600,357200,367100,3.62E+05,370100,3.70E+05,377200,372300,372200,373600,377400,365600,365100,375500,3.89E+05,397700,401800,410500,415900,416500,422700,433300,450700,443500,442500,430800,436500,440500,4.44E+05,4.57E+05,451800,456800,451600,455200,4.53E+05,453600,457800,464600,471800,478100,476900,471400,472700,477600,475400,482700,483100,495200,492100,493100,499300,493900,497400,493500,499600,4.98E+05,5.00E+05,4.96E+05,512900,509700,514600,505300,504200,507500,5.14E+05,521700,533500,529200,530900,5.34E+05,539200,546500,5.37E+05,531100,525600,526800,521100,520800,518400,5.15E+05,513500,511300,521500,5.22E+05,528700,529200,523200,525200,520200,518100,520300,534700,543800,546800,551300,557800,555700,
13373,Portland,Oregon,22,291500,282300,281200,283300,288500,288700,282200,281400,277300,280400,274500,273900,262700,258400,252100,251300,2.49E+05,250300,250100,253600,251400,256800,253700,257800,254700,256600,252500,253600,251900,260700,262400,263500,257900,261600,263300,258200,247300,236400,233200,233500,242500,2.48E+05,250500,247400,249800,245900,250500,247600,250700,245700,249400,258500,262600,265200,264100,2.70E+05,271600,269400,270900,269400,273700,276100,279500,283400,288100,294200,298300,300100,302600,304300,298200,299100,296200,303900,299200,302300,300300,306300,308800,311200,314700,313200,315600,318100,323100,325200,324400,325300,332700,331700,330900,326600,329800,343600,348700,351800,3.47E+05,351400,360900,3.68E+05,367500,369900,370900,378800,379300,382500,384900,385700,388300,388400,394900,392900,3.94E+05,390700,395300,398700,401200,401200,407300,416500,425300,423100,418200,418200,4.17E+05,4.17E+05,411400,411300,4.09E+05,409800,413800,422500,425500,420500,4.23E+05
6118,Nashville,Tennessee,23,148400,146600,1.45E+05,146400,145300,145900,141300,1.43E+05,140300,1.45E+05,143400,145700,141500,141700,139500,140500,142100,142600,141100,140900,139700,141600,141700,141500,142900,1.41E+05,141200,138800,136200,137800,136600,139700,137400,141400,142400,139400,133900,131800,133600,136400,137100,143900,139800,137500,132200,138800,1.39E+05,139100,135600,135900,138900,142400,143700,146100,146100,148300,145800,151500,148600,148300,143900,150400,154500,157300,1.61E+05,162600,163500,163800,167100,168300,168900,167700,168200,173500,1.75E+05,176100,171400,172100,172600,172500,1.74E+05,180300,180800,183200,182100,185600,1.86E+05,185800,182700,185300,185900,192400,193400,194800,196900,198200,199200,201400,204200,209100,212300,213300,215300,218900,220300,225800,227600,230100,228700,229200,232100,231500,231900,233600,2.39E+05,241900,243200,245300,247700,252500,255800,2.61E+05,257800,257200,253700,256300,252500,2.57E+05,259500,269500,268100,270500,267300,267700,2.68E+05
20288,Sacramento,California,24,205700,187400,1.72E+05,163200,156900,149600,142500,135400,129400,126200,123100,118700,1.17E+05,113300,115300,117400,122400,125900,126700,128900,131500,135600,136900,139100,136300,137300,136500,137700,135600,131800,129500,129800,129400,129900,127300,122900,117400,116700,116400,116700,114400,114800,114500,112800,117600,119900,122800,122200,121700,121700,118800,121800,125700,130600,134800,138600,142200,146700,152100,158600,1.61E+05,161600,166600,170700,177400,179700,183800,183700,189500,1.96E+05,198400,196100,194600,200400,203400,205800,204100,206200,209300,211100,212400,209200,209900,217300,220500,226400,224900,228900,227100,228100,228900,234300,233300,238300,239500,2.47E+05,252200,252500,2.51E+05,249200,254200,256800,258300,260300,267900,267600,271200,264900,267300,268600,270300,271500,272600,276400,2.78E+05,282200,281100,287600,2.96E+05,305600,310800,305500,305800,304600,310400,314600,320700,322600,320400,315500,311500,310700,309700,307900,306200
3523,Baltimore,Maryland,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91200,94300,84100,86200,8.90E+04,93100,88600,110700,110200,116700,99900,1.07E+05,102100,101600,99400,102100,104100,104900,102300,99500,88500,89900,91900,111700,1.19E+05,118900,100300,97700,98700,108800,107500,115100,114300,113500,9.60E+04,92300,88200,92800,9.60E+04,103500,107300,107100,1.02E+05,102900,96300,96900,97600,109600,109200,110700,98500,1.03E+05,106600,117400,1.20E+05,130300,131700,132100,121400,124900,131300,133500,127500,119400,117100,1.16E+05,117600,1.19E+05,121500,1.24E+05,116400,116800,118800,127200,121800,115100,113200,117700,118800,125200,123400,123700,108700,118100,123500,1.34E+05,
5976,Milwaukee,Wisconsin,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97600,98300,103300,106500,109800,111500,111400,112900,110600,1.09E+05,107500,112200,114100,117100,119900,121900,123200,1.22E+05,122600,122500,117400,118400,121800,1.30E+05,130500,132200,138400,138800,137500,126800,125800,124600,125200,126300,125700,126900,1.27E+05,136300,141800,144300,134100,129900
18203,Fresno,California,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120700,1.22E+05,123400,1.25E+05,122800,121800,118800,1.24E+05,125400,131300,130500,130500,133900,134900,138800,139300,145100,146400,147100,1.51E+05,154200,157800,158200,160500,162600,162300,168800,172500,173100,169800,173100,176200,180400,174900,174800,170900,1.76E+05,177400,1.79E+05,177500,1.89E+05,1.94E+05,1.98E+05,1.90E+05,189300,1.90E+05,191400,195800,1.94E+05,193900,191200,195500,197200,193100,194100,195900,203400,204900,204700,206500,206600,212100,213900,216600,220200,216800,216400,211500,215400,221500,225200,2.28E+05,232600,234700,238500,233400,234600,238400,243300,245300,245500,248700,246400,244700,239900,240700,241400,241500,246300,246900,247500,244100,
40152,Omaha,Nebraska,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130500,130700,130500,132900,136100,135800,134100,130800,130600,1.29E+05,128900,129100,129300,131200,131900,133900,132600,134200,135600,137200,135700,132600,131100,132800,137700,139600,137900,135800,133800,134900,133700,133600,133200,133700,137100,137500,138200,139400,139600,138900,136300,136300,137600,139200,137900,137900,137400,140300,140100,139600,139900,140900,141800,141900,142200,142200,142800,143700,145200,1.46E+05,146300,149300,149400,152200,151100,153500,153700,153600,150400,150200,146500,149800,150300,155200,1.55E+05,155200,158800,159200,159400,159700,161300,162400,159200,1.59E+05,160200,162200,164800,165100,1.67E+05,166900,166400,167700,168600,171200,1.70E+05,169900,170800,174800,177600,178500,180400,183900,190500,191100,
23429,Albuquerque,New Mexico,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173600,174200,176400,1.78E+05,178400,178500,177100,1.78E+05,177700,178300,176800,175300,174500,175300,180500,183200,182900,181800,180500,182600,178400,181500,1.81E+05,185300,185500,187400,187800,185800,184400,1.84E+05,185500,185900,180100,178500,178800,185300,187800,187500,1.87E+05,186600,191100,1.92E+05,1.93E+05,189400,190300,190600,1.92E+05,193600,1.93E+05,190900,189200,189100,194800,195100,197200,192100,1.94E+05,192900,194900,195900,197600,198100,200500,201700,201800,200600,199300,2.02E+05,200400,203200,203600,206800,
33225,Oklahoma City,Oklahoma,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137800,138100,1.39E+05,1.39E+05,139300,136600,1.35E+05,132900,130800,1.31E+05,131500,131400,133200,134200,136100,133100,132300,132300,1.33E+05,134900,138800,140800,145500,144400,150600,148800,1.51E+05,146900
54047,Raleigh,North Carolina,31,1.81E+05,177200,175400,172600,173600,175500,174600,174900,173200,172500,175500,1.78E+05,179800,174100,168700,1.66E+05,166300,171600,172700,170700,172500,1.74E+05,181800,176200,177200,175400,173600,177100,175200,175200,174400,1.77E+05,187900,190500,192200,186700,181600,178800,178900,183100,1.79E+05,176400,1.70E+05,171700,175800,186500,183900,184700,177200,184400,180800,177800,175200,177200,181900,174600,178800,177800,187100,181300,179700,179500,177200,175600,176800,182900,189400,190100,187300,191500,187500,187700,180600,183700,185500,185300,184200,183100,184500,183200,186300,189900,194200,193900,197400,2.00E+05,204800,206500,2.11E+05,214600,214100,215700,211400,212200,2.13E+05,215500,214700,212100,213400,218200,219700,219600,217700,212300,215500,216400,226500,228600,228700,232400,232600,233900,230800,228300,2.28E+05,228900,236200,239600,2.43E+05,247300,252200,253200,249300,250200,252600,250900,252200,246400,253900,252700,258800,256500,258400,258600,253400
19331,Mesa,Arizona,32,203300,198300,191500,184500,1.77E+05,1.72E+05,168300,163400,155300,147200,142100,136300,130800,126800,125900,123200,119800,118700,122100,126400,128200,129600,129300,1.29E+05,127900,1.29E+05,126500,124900,120500,119900,118900,118200,115100,112700,1.08E+05,107600,107600,107500,104800,100200,100700,99200,102100,104900,110900,112300,110900,109400,112900,1.16E+05,119700,121700,127700,134900,134800,132700,132300,136300,139900,141100,145400,147800,149500,151300,154400,154900,154100,153800,156300,159400,160200,1.59E+05,157600,157200,159300,157300,158600,159600,163900,164100,164300,165400,166600,167600,168200,169300,171100,172700,173400,176700,178900,180400,184200,184700,186700,183900,185600,186500,187900,187500,189800,196900,199100,200800,196200,197900,201500,204500,206700,205900,205600,206900,2.08E+05,209900,2.12E+05,210500,212600,212700,218600,222200,225400,228900,227500,227900,229200,233300,2.38E+05,236200,2.39E+05,240700,247200,251500,250300,247700,243700
